类别 	产品小类 	性质、用途、功效 	适用农作物 												
2 	宁夏格瑞在莠灭净项目生产过程中逸散异味，造成污染环境，违反《中华人民共和国大气污染防治法》第四十七条第一款、第四十八条第一款规定，被平罗县环境保护局查实并责令改正违法行为，对莠灭净项目停产整治。 	2016 年 7 月，平罗县环境保护局向宁夏格瑞下达《责令改正违法行为决定书》（平环改字[2016]84 号）及《责令停产整治决定书》（平环停治字[2016]4号），责令宁夏格瑞改正违法行为，对莠灭净生产项目进行停产整治。 	针对该事项，宁夏格瑞在莠灭净生产车间安装通排风管线及尾气吸收装置，任何反应或物料挥发的气体全部引入车间通排风系统，集中收集至尾气吸收塔进行处理。同时，对相关原料的储存、装卸环节进行全面排查，检查气相平衡管，重新确认卸车管线密闭和快速接头情况，针对存在与外界接触的环节，对物料采用大包罩密闭储存，并在托盘车安装篷布，防止物料在装卸、入库等环节出现气味扩散。经过整改，宁夏格瑞于 2016 年 8 月通过平罗县环保局验收，莠灭净项目恢复正常生产。 												
															
公司名称 	污染物 	污染物 	允许排放总量或浓度指标 	实际排放量或浓度 	实际排放量或浓度 	实际排放量或浓度 	是否达标 								
公司名称 	污染物 	污染物 	允许排放总量或浓度指标 	2015 年 	2016 年 	2017 年 	是否达标 								
公司名称 	污染物 	污染物 	允许排放总量或浓度指标 	2015 年 	2016 年 	2017 年 	是否达标 								
润丰股份 	废水 	COD（mg/l） 	2,000   	676.78 	750.60 	375.02 	是 								
润丰股份 	废水 	COD（mg/l） 	2,000   	676.78 	750.60 	375.02 	是 								
润丰股份 	废水 	总量（万吨/年） 	63.92   	12.42   	7.17   	9.37 	是 								
润丰股份 	废水 	总量（万吨/年） 	63.92   	12.42   	7.17   	9.37 	是 								
润丰股份 	废气 	SO2（吨/年） 	3.44   	0.89   	0.06   	0.36 	是 								
润丰股份 	废气 	SO2（吨/年） 	3.44   	0.89   	0.06   	0.36 	是 								
润丰股份 	废气 	NOX（吨/年） 	22.74   	4.09   	0.15   	2.56 	是 								
润丰股份 	废气 	NOX（吨/年） 	22.74   	4.09   	0.15   	2.56 	是 								
润丰股份 	废气 	粉尘（烟尘）（mg/m³） 	  10 或 30【注】 	1.13   	2.63   	4.25 	是 								
润丰股份 	废气 	粉尘（烟尘）（mg/m³） 	  10 或 30【注】 	1.13   	2.63   	4.25 	是 								
															
固体废弃物 	处置量（吨） 	- 	1,759.76   	1,596.00   	3,435.20 	是 									
废水 	COD（mg/l） 	850   	-   	245.20   	161.00 	是 									
废气 	粉尘（烟尘）mg/m³ 	            30   	7.53   	- 	2.64 	是 									
固体废弃物 	处置量（吨） 	- 	-       	18.47   	14.87 	是 									
废水 	COD  （mg/l） 	500   	-   	-   	427.00 	是 									
废气 	氯气（mg/m³） 	65   	-   	-   	9.26 	是 									
废气 	氯气（mg/m³） 	65   	-   	-   	9.26 	是 									
废气 	颗粒物（mg/m³） 	120   	-   	61.48   	16.40 	是 									
废气 	颗粒物（mg/m³） 	120   	-   	61.48   	16.40 	是 									
废气 	氯化氢（mg/m³） 	100   	-   	- 	16.50 	是 									
废气 	氯化氢（mg/m³） 	100   	-   	- 	16.50 	是 									
固体废弃物 	处置量（吨） 	- 	4.63   	32.26   	5.60 	是 									
固体废弃物 	处置量（吨） 	- 	4.63   	32.26   	5.60 	是 									
															
青岛润农 															
宁夏格瑞 															
															
公司名称 	污染物类型 	主要环保设施 	数量 	处理能力 	实际运行情况 										
润丰股份 	废水 	污水站 	2 	7,100t/d 	环保设施与生产设施同步运行，运行情况正常 										
润丰股份 	废水 	污水站 	2 	7,100t/d 	环保设施与生产设施同步运行，运行情况正常 										
润丰股份 	废水 	多效蒸发装置 	6 	1,940 t/d 	环保设施与生产设施同步运行，运行情况正常 										
润丰股份 	废水 	多效蒸发装置 	6 	1,940 t/d 	环保设施与生产设施同步运行，运行情况正常 										
润丰股份 	废水 	萃取装置 	4 	1,632 t/d 	环保设施与生产设施同步运行，运行情况正常 										
润丰股份 	废水 	萃取装置 	4 	1,632 t/d 	环保设施与生产设施同步运行，运行情况正常 										
润丰股份 	废水 	电渗析装置 	1 	120 t/d 	环保设施与生产设施同步运行，运行情况正常 										
润丰股份 	废水 	电渗析装置 	1 	120 t/d 	环保设施与生产设施同步运行，运行情况正常 										
润丰股份 	废水 	膜浓缩装置 	1 	600 t/d 	环保设施与生产设施同步运行，运行情况正常 										
润丰股份 	废水 	膜浓缩装置 	1 	600 t/d 	环保设施与生产设施同步运行，运行情况正常 										
润丰股份 	废水 	中水回用装置 	2 	600 t/d 	环保设施与生产设施同步运行，运行情况正常 										
润丰股份 	废水 	中水回用装置 	2 	600 t/d 	环保设施与生产设施同步运行，运行情况正常 										
润丰股份 	废水 	除磷装置 	1 	1,000 t/d 	环保设施与生产设施同步运行，运行情况正常 										
润丰股份 	废水 	除磷装置 	1 	1,000 t/d 	环保设施与生产设施同步运行，运行情况正常 										
润丰股份 	废气 	布袋除尘+湿捕器 	51 	924,560m3/h 	环保设施与生产设施同步运行，运行情况正常 										
润丰股份 	废气 	布袋除尘+湿捕器 	51 	924,560m3/h 	环保设施与生产设施同步运行，运行情况正常 										
润丰股份 	废气 	尾气吸收塔 	23 	241,804m3/h 	环保设施与生产设施同步运行，运行情况正常 										
润丰股份 	废气 	尾气吸收塔 	23 	241,804m3/h 	环保设施与生产设施同步运行，运行情况正常 										
润丰股份 	废气 	冷凝回收装置 	3 	69,750 m3/h 	环保设施与生产设施同步运行，运行情况正常 										
润丰股份 	废气 	冷凝回收装置 	3 	69,750 m3/h 	环保设施与生产设施同步运行，运行情况正常 										
润丰股份 	废气 	活性炭吸附装置 	2 	3,720 m3/h 	环保设施与生产设施同步运行，运行情况正常 										
润丰股份 	废气 	活性炭吸附装置 	2 	3,720 m3/h 	环保设施与生产设施同步运行，运行情况正常 										
润丰股份 	废气 	催化氧化装置 	2 	15,000 m3/h 	环保设施与生产设施同步运行，运行情况正常 										
润丰股份 	废气 	催化氧化装置 	2 	15,000 m3/h 	环保设施与生产设施同步运行，运行情况正常 										
润丰股份 	废气 	高功率脉冲装置 	5 	60,000 m3/h 	环保设施与生产设施同步运行，运行情况正常 										
润丰股份 	废气 	高功率脉冲装置 	5 	60,000 m3/h 	环保设施与生产设施同步运行，运行情况正常 										
润丰股份 	废气 	低温等 离子废 气处理设备 	1 	30000 m3/h 	环保设施与生产设施同步运行，运行情况正常 										
润丰股份 	废气 	低温等 离子废 气处理设备 	1 	30000 m3/h 	环保设施与生产设施同步运行，运行情况正常 										
润丰股份 	固体废弃物 	工业窑炉 	1 	80 t/d 	环保设施与生产设施同步运行，运行情况正常 										
润丰股份 	固体废弃物 	工业窑炉 	1 	80 t/d 	环保设施与生产设施同步运行，运行情况正常 										
青岛润农 	废气 	布袋除尘+湿捕器 	8 	80,000m³/h 	环保设施与生产设施同步运行，运行情况正常 										
青岛润农 	废气 	湿捕器 	1 	10,000m³/h 	环保设施与生产设施同步运行，运行情况正常 										
青岛润农 	废气 	活性炭吸附装置+湿捕器 	1 	10,000m³/h 	环保设施与生产设施同步运行，运行情况正常 										
青岛润农 	废水 	污水站 	1 	4m³/d 	环保设施与生产设施同步运行，运行情况正常 										
青岛润农 	固体废弃物 	- 	- 	- 	环保设施与生产设施同步运行，运行情况正常 										
宁夏格瑞 	废水 	污水站 	1 	1 ,000t/d 	环保设施与生产设施同步运行，运行情况正常 										
宁夏格瑞 	废水 	多效蒸发装置 	3 	800t/d 	环保设施与生产设施同步运行，运行情况正常 										
宁夏格瑞 	废水 	多效蒸发装置 	3 	800t/d 	环保设施与生产设施同步运行，运行情况正常 										
宁夏格瑞 	废气 	布袋除尘+湿捕器 	7 	81,500m³/h 	环保设施与生产设施同步运行，运行情况正常 										
宁夏格瑞 	废气 	布袋除尘+湿捕器 	7 	81,500m³/h 	环保设施与生产设施同步运行，运行情况正常 										
宁夏格瑞 	废气 	尾气吸收塔 	2 	1,500m³/h 	环保设施与生产设施同步运行，运行情况正常 										
宁夏格瑞 	废气 	尾气吸收塔 	2 	1,500m³/h 	环保设施与生产设施同步运行，运行情况正常 										
宁夏格瑞 	废气 	活性炭吸附装置 	4 	2,000 m³/h 	环保设施与生产设施同步运行，运行情况正常 										
宁夏格瑞 	废气 	活性炭吸附装置 	4 	2,000 m³/h 	环保设施与生产设施同步运行，运行情况正常 										
宁夏格瑞 	废气 	催化氧化装置 	1 	40,000 m³/h 	环保设施与生产设施同步运行，运行情况正常 										
宁夏格瑞 	废气 	催化氧化装置 	1 	40,000 m³/h 	环保设施与生产设施同步运行，运行情况正常 										
宁夏格瑞 	废气 	高功率脉冲装置 	2 	30,000 m³/h 	环保设施与生产设施同步运行，运行情况正常 										
宁夏格瑞 	废气 	高功率脉冲装置 	2 	30,000 m³/h 	环保设施与生产设施同步运行，运行情况正常 										
宁夏格瑞 	固体废弃物 	- 	- 	- 	环保设施与生产设施同步运行，运行情况正常 										
宁夏格瑞 	固体废弃物 	- 	- 	- 	环保设施与生产设施同步运行，运行情况正常 										
															
项目 	2017 年度 	2016 年度 	2015 年度 												
环保设施投入 	2,587.78   	1,720.18 	1,014.10 												
环保设施投入 	2,587.78   	1,720.18 	1,014.10 												
日常环保费用 	2,512.72   	2,120.88   	2,733.98   												
合 计 	5,100.50   	3,841.06   	3,748.08   												
营业收入（万元） 	504,652.27   	380,187.82   	290,668.05   												
环保投入占营业收入比例 	1.01% 	1.01% 	1.29% 												
															
项目 	2017 年度 	2016 年度 	2015 年度 												
安全生产投入（万元） 	1,823.38 	1,110.52   	1,157.28   												
安全生产投入（万元） 	1,823.38 	1,110.52   	1,157.28   												
营业收入（万元） 	504,652.27 	380,187.82   	290,668.05   												
安全生产投入占营业收入比例 	0.36% 	0.29% 	0.40% 												
															
序号 	背景、原因、发展过程 	处理结果以及金额、内容 	整改情况 												
1 	2017 年 6 月，潍坊市安全生产监督管理局对公司进行现场检查时发现公司存以下违法违规行为和事故隐患：1.2万吨莠去津装置南侧包装车间、草甘膦 SG 车间北侧新	2017 年 6 月 29 日，潍坊市安全生产监督管理局作出《现场处理措施决定书》（（潍滨）安监现决[2017]20005 号）及《责令限期整改指令书》（（潍滨）安监责改[2017]20077 号），责令公	收到上述检查结果及处理决定后，公司高度重视，立即停止1.2 万吨莠去津装置南侧包装车间、草甘膦 SG 车间北侧新建物料棚、气流车间西侧和 sc车间东侧设置值班室的使用，												
1 	2017 年 6 月，潍坊市安全生产监督管理局对公司进行现场检查时发现公司存以下违法违规行为和事故隐患：1.2万吨莠去津装置南侧包装车间、草甘膦 SG 车间北侧新	2017 年 6 月 29 日，潍坊市安全生产监督管理局作出《现场处理措施决定书》（（潍滨）安监现决[2017]20005 号）及《责令限期整改指令书》（（潍滨）安监责改[2017]20077 号），责令公	收到上述检查结果及处理决定后，公司高度重视，立即停止1.2 万吨莠去津装置南侧包装车间、草甘膦 SG 车间北侧新建物料棚、气流车间西侧和 sc车间东侧设置值班室的使用，												
															
建物料棚（内堆满产品）、气流车间西侧和 SC 车间东侧设置值班室（内设电脑、办公座椅，有人员值守），均未取得安全设置“三同时”许可手续，擅自投入使用，并作出现场处理决定，责令莠去津装置南侧包装车间、草甘膦 SG 车间北侧新建物料棚、气流车间西侧和 sc 车间东侧设置值班室停止使用。同时，对检查发现的发行人十二项安全隐患，责令公司限期整改。 	司 1.2 万吨莠去津装置南侧包装车间、草甘膦 SG 车间北侧新建物料棚、气流车间西侧和 SC 车间东侧设置值班室停止使用；并针对发行人存在的有关安全隐患责令公司于 2017 年 8 月 15日前整改完毕。 	并立即组织召开专题会议研究部署整改工作，按照潍坊市安全生产监督管理局落实各项整改任务，并于 2017 年 8 月 3日取得《整改复查意见书》（（潍滨 ） 安 监 复 查 [2017]21100号），认为公司已按照相关要求进行整改。 													
															
序号 	标准名称 	标准号 													
1 	2,4-滴原药 	HGT 3624-1999 													
1 	2,4-滴原药 	HGT 3624-1999 													
2 	丁草胺乳油 	HGT 3292-2001 													
3 	丁草胺原药 	HGT 3291-2001 													
4 	2,4-滴二甲胺盐水剂 	HG/T 4939-2016 													
5 	2,4-滴异辛酯乳油 	HG/T 4938-2016 													
